 ,degrees East,,,,,,,,,,,,,,,chro.meth [1=U-Th; 2=Wood/Tephra; 3=Plk 14C; 3.1=Plk+R 4=Match; 5=Plateau; 6=other],,,,,,,,,,,per mil,per mil,yr BP,yr BP,,,1=Atlantic; 2=Pacific; 3=Indian; 4=Southern,,,1= value is >3 sigma the binned mean value and not used in estimating basin average.,sorting (0=using for Rafter et al. 2022; 1=Not using for Holocene comparison (see note); 1.1=Not using for global dataset (not representative of basin average; see note); 1.2=Not using for global dataset (fails first dataset pre-treatment),sedimentation rate for deepest depth is assumed to be same as next shallower,chosen from closest GLODAP measurement and/or OCIM estimated value,"error is as reported from closest GLODAP measurement and/or OCIM or (if not) is ""5""", calculated from D14C, calculated from D14C.err,1=Zhao et al. 2018; 2=Skinner et al. 2017; 3=Rafter et al. 2022,,,,bias corrected 14C ventilation age,bias corrected 14C ventilation age error
latitude,longitude,water.depth,cal.age,cal.age.err,depth.dated.top,depth.date.bottom,depth.dated.mid,station,proxy.14C.age,proxy.14c.age.err,ams.ID.benthic,proxy.D14C,proxy.D14C.err,site.name,ref.,chro.meth,chro.meth.details,planktic.species,planktic.14C.age,planktic.14C.age.err,ams.ID.planktic,planktic.D14C,planktic.D14C.err,Delta.R,Delta.R.err,calib.method ,atmos.D14C,atmos.D14C.err,atmos.14C.age,atmos.14C.age.err,D14C.bias.correct,D14C.bias.correct.err,separate.the.basins,neutral.density,simple count,threesigma1,sort,sed.rate,DIC.D14C,DIC.D14C.err,DIC.D14C.age,DIC.D14C.age.err,comp.sort,unique sites,DELTA14Cage.atmos.RAW,DELTA14Cage.atmos.RAW.err,DELTA14Cage.atmos,DELTA14Cage.atmoserr
38,-60.5,1778,11926,316,-999,-999,-999,195,11030,60,KCCAMS,71.99039281,48.99999146,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,187,2.9,10215,20,28,52,1,28,1696,0,0,-999,-61.7,5,512,40,1,188,815,63,1202,63
38,-60.5,1381,15495,178,-999,-999,-999,195,13800,40,KCCAMS,169.3008166,31.00278937,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,302.9,7.2,12936,44,125,35,1,27.86,1697,0,0,-999,-61.7,5,512,40,1,188,864,59,1251,59
39,-61,1176,11773,708,-999,-999,-999,195,10535,30,KCCAMS,119.2184134,100.1648345,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,176.5,3.5,10141,24,75,101,1,27.74,1698,0,0,-999,-61.7,5,512,40,1,188,394,38,781,38
39,-61,1180,13628,529,-999,-999,-999,195,12090,30,KCCAMS,154.2378004,78.2293114,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,193.1,4.3,11826,29,110,80,1,27.74,1699,0,0,-999,-61.7,5,512,40,1,188,264,42,651,42
38,-60.5,1713,15721,176,-999,-999,-999,195,13865,35,KCCAMS,192.0231181,30.57456208,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,309.4,6.9,13119,42,148,35,1,27.9,1700,0,0,-999,-61.7,5,512,40,1,188,746,55,1133,55
40,-66,2086,12168,113,-999,-999,-999,195,11305,30,KCCAMS,66.68566106,18.56489272,New England Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,199.6,2.6,10364,18,23,19,1,27.9,1701,0,0,-999,-61.7,5,512,40,1,188,941,35,1328,35
35,-57,2529,12244,42,-999,-999,-999,196,11240,30,KCCAMS,85.28337497,9.566934944,Corner Rise Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,210.9,2.7,10366,18,28,10,1,28.01,1702,0,0,-999,-61.7,5,512,40,1,189,874,35,1385,35
39,-64,2593,15154,80,-999,-999,-999,196,14370,35,KCCAMS,45.19172723,14.66876117,Corner Rise Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,285.3,5.9,12715,37,-13,15,1,28.01,1703,0,0,-999,-61.7,5,512,40,1,189,1655,51,2166,51
39,-64,2459,17228,116,-999,-999,-999,196,14455,40,KCCAMS,329.091955,25.26909126,Corner Rise Seamounts,Thiagarajan et al. (2014),1,-999,-999,-999,-999,-999,-999,-999,0,0,2,381.1,8.5,14149,50,285,25,1,27.98,1704,0,0,-999,-61.7,5,512,40,1,189,306,64,693,64
63,-17.6,1237,10660,250,40,42,41,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,122.7,3,9429,22,-999,-999,1,27.84,1705,0,1.1,8.4,-999,5,538,40,1,190,-999,-999,-999,-999
63,-17.6,1237,11728,200,49,54,51.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,176.7,3.3,10091,23,-999,-999,1,27.84,1706,0,1.1,108.4,-999,5,538,40,1,190,-999,-999,-999,-999
63,-17.6,1237,12171,52,97,100,98.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,198.8,2.6,10378,17,-999,-999,1,27.84,1707,0,1.1,56.8,-999,5,538,40,1,190,-999,-999,-999,-999
63,-17.6,1237,12435,101,112,114,113,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,237.6,3.2,10375,21,-999,-999,1,27.84,1708,0,1.1,49.6,-999,5,538,40,1,190,-999,-999,-999,-999
63,-17.6,1237,12576,101,119,122,120.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,243.6,2.7,10473,17,-999,-999,1,27.84,1709,0,1.1,800,-999,5,538,40,1,190,-999,-999,-999,-999
63,-17.6,1237,12586,101,127,130,128.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,241.8,3.1,10494,20,-999,-999,1,27.84,1710,0,1.1,38,-999,5,538,40,1,190,-999,-999,-999,-999
63,-17.6,1237,12770,200,134,137,135.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,205.3,3.1,10908,21,-999,-999,1,27.84,1711,0,1.1,17.5,-999,5,538,40,1,190,-999,-999,-999,-999
63,-17.6,1237,13055,201,139,142,140.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,224.9,3.3,11061,22,-999,-999,1,27.84,1712,0,1.1,5.8,-999,5,538,40,1,190,-999,-999,-999,-999
63,-17.6,1237,13569,400,142,150,146,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,208.7,4.1,11663,27,-999,-999,1,27.84,1713,0,1.1,10.8,-999,5,538,40,1,190,-999,-999,-999,-999
63,-17.6,1237,14310,350,150,161,155.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,213.1,7.5,12353,49,-999,-999,1,27.84,1714,0,1.1,41.7,-999,5,538,40,1,190,-999,-999,-999,-999
63,-17.6,1237,14670,200,165,173,169,197,14100,75,NOSAMS,19.45244693,34.18768691,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,247.8,5,12477,32,-22,38,1,27.84,1715,0,1.1,70.6,-999,5,538,40,3,190,1623,82,1984,82
63,-17.6,1237,14840,200,177,177,177,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,273.6,5.9,12477,37,-999,-999,1,27.84,1716,0,1.1,0,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,14874,200,177,183,180,197,14050,75,NOSAMS,51.44605865,35.26060363,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,275.6,4.6,12504,29,10,39,1,27.84,1717,0,1.1,59.3,-999,5,538,40,3,190,1546,80,1907,80
63,-17.6,1237,15009,200,185,189,187,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,279.8,5.9,12604,37,-999,-999,1,27.84,1718,0,1.1,67.6,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,15120,202,192.5,192.5,192.5,197,15650,55,NOSAMS,-112.4186582,27.76918719,RAPiD-10-1P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,285.1,6.5,12677,41,-153,32,1,27.84,1719,0,1.1,61.5,-999,5,538,40,1,190,2973,69,3334,69
63,-17.6,1237,15502,200,216,218,217,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,303.5,7.3,12942,45,-999,-999,1,27.84,1720,0,1.1,50.4,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,15621,200,222,226,224,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,306.6,5.8,13040,35,-999,-999,1,27.84,1721,0,1.1,71.9,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,15774,200,233,234,233.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,310.5,6.6,13161,40,-999,-999,1,27.84,1722,0,1.1,59.1,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,15960,200,244,244,244,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,320.5,6.1,13275,37,-999,-999,1,27.84,1723,0,1.1,44.1,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,16028,200,247,249,248,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,321.9,6.1,13335,37,-999,-999,1,27.84,1724,0,1.1,68.6,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,16130,200,254,254,254,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,328.3,5.5,13393,33,-999,-999,1,27.84,1725,0,1.1,58.8,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,16164,200,256,257,256.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,330.8,5.5,13417,33,-999,-999,1,27.84,1726,0,1.1,58.8,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,16266,200,262,263,262.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,334.8,5.7,13490,34,-999,-999,1,27.84,1727,0,1.1,43.8,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,16403,200,268,271,269.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,337.8,6.1,13608,37,-999,-999,1,27.84,1728,0,1.1,58.5,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,16574,200,278,283,280.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,348.4,6.8,13710,41,-999,-999,1,27.84,1729,0,1.1,58.4,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,16711,200,286,289,287.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,356.1,6.7,13800,40,-999,-999,1,27.84,1730,0,1.1,51.1,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,16848,200,293,300,296.5,197,16200,75,NOSAMS,21.52963829,34.25734623,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,370,6.1,13844,36,-20,38,1,27.84,1731,0,1.1,64.9,-999,5,538,40,3,190,2356,83,2717,83
63,-17.6,1237,17156,200,313,316,314.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,367.7,6.8,14159,40,-999,-999,1,27.84,1732,0,1.1,69.8,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,17242,200,319,319,319,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,384.5,7.2,14148,42,-999,-999,1,27.84,1733,0,1.1,35.3,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,17327,200,322,326,324,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,386.8,11.9,14213,69,-999,-999,1,27.84,1734,0,1.1,60.4,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,17807,200,351,353,352,197,15750,80,NOSAMS,213.2751739,41.44321275,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,413.6,10.7,14525,61,172,45,1,27.84,1735,0,1.1,58.4,-999,5,538,40,3,190,1225,101,1586,101
63,-17.6,1237,17944,200,359,361,360,197,16850,110,NOSAMS,75.68775394,40.76334999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,414.4,7.2,14657,41,35,44,1,27.84,1736,0,1.1,65.7,-999,5,538,40,3,190,2193,117,2554,117
63,-17.6,1237,18081,200,368,369,368.5,197,15800,75,NOSAMS,246.3795122,41.79776375,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,427.7,6.9,14718,39,205,45,1,27.84,1737,0,1.1,58.4,-999,5,538,40,3,190,1082,85,1443,85
63,-17.6,1237,18372,200,385,385,385,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,385.5,6.9,15240,40,-999,-999,1,27.84,1738,0,1.1,33.3,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,18492,200,389,394,391.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,423,8.1,15143,46,-999,-999,1,27.84,1739,0,1.1,63.1,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,18714,200,403,406,404.5,197,-999,-999,NOSAMS,-999,-999,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,418.7,6.3,15381,36,-999,-999,1,27.84,1740,0,1.1,76.9,-999,5,538,40,3,190,-999,-999,-999,-999
63,-17.6,1237,18766,200,407,410,408.5,197,16700,70,NOSAMS,210.5377431,39.841904,RAPiD-10-1P,Ezat et al. 2017,2,-999,-999,-999,-999,-999,-999,-999,0,0,2,417.3,6.1,15437,34,169,43,1,27.84,1741,0,1.1,76.9,-999,5,538,40,3,190,1263,78,1624,78
62.3,-17.1,2133,11434,150,443.5,443.5,443.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,146,3.1,10021,22,-999,-999,1,27.95,1742,0,1.1,33.5,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,11747,150,454,454,454,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,175.2,3.2,10121,22,-999,-999,1,27.95,1743,0,1.1,19.1,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,12296,151,464.5,464.5,464.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,214.2,3.1,10393,21,-999,-999,1,27.95,1744,0,1.1,10,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,12597,151,467.5,467.5,467.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,241.2,2.7,10508,17,-999,-999,1,27.95,1745,0,1.1,21.4,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,12831,200,472.5,472.5,472.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,207.2,3.4,10964,23,-999,-999,1,27.95,1746,0,1.1,14.4,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,13388,201,480.5,480.5,480.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,205.2,3.9,11511,26,-999,-999,1,27.95,1747,0,1.1,19.6,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,13592,201,484.5,484.5,484.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,196.8,4.3,11772,29,-999,-999,1,27.95,1748,0,1.1,42.1,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,13687,151,488.5,488.5,488.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,200.3,3.8,11836,25,-999,-999,1,27.95,1749,0,1.1,32.1,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,13796,151,492,492,492,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,195.6,3.4,11974,23,-999,-999,1,27.95,1750,0,1.1,48.6,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,13971,151,500.5,500.5,500.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,217,5.9,12007,39,-999,-999,1,27.95,1751,0,1.1,21,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,14447,151,510.5,510.5,510.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,226.1,4.1,12403,27,-999,-999,1,27.95,1752,0,1.1,13.4,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,15045,201,518.5,518.5,518.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,282.4,5.7,12626,36,-999,-999,1,27.95,1753,0,1.1,9.2,-999,5,550,40,1,191,-999,-999,-999,-999
62.3,-17.1,2133,15371,251,521.5,521.5,521.5,198,-999,-999,NOSAMS,-999,-999,RAPiD-15-4P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,290.5,6.4,12896,40,-999,-999,1,27.95,1754,0,1.1,9.2,-999,5,550,40,1,191,-999,-999,-999,-999
61.5,-19.5,2303,14286,251,973,973,973,199,-999,-999,NOSAMS,-999,-999,RAPiD-17-5P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,213,7.5,12335,50,-999,-999,1,28,1755,0,1.1,8.9,-999,5,549,40,1,192,-999,-999,-999,-999
61.5,-19.5,2303,14789,251,977.5,977.5,977.5,199,-999,-999,NOSAMS,-999,-999,RAPiD-17-5P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,278.6,7.2,12397,45,-999,-999,1,28,1756,0,1.1,7.2,-999,5,549,40,1,192,-999,-999,-999,-999
61.5,-19.5,2303,15555,301,983,983,983,199,-999,-999,NOSAMS,-999,-999,RAPiD-17-5P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,305.7,7.3,12977,45,-999,-999,1,28,1757,0,1.1,7.1,-999,5,549,40,1,192,-999,-999,-999,-999
61.5,-19.5,2303,16046,301,986.5,986.5,986.5,199,-999,-999,NOSAMS,-999,-999,RAPiD-17-5P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,322.6,6.2,13350,38,-999,-999,1,28,1758,0,1.1,5.1,-999,5,549,40,1,192,-999,-999,-999,-999
61.5,-19.5,2303,16728,351,990,993,991.5,199,-999,-999,NOSAMS,-999,-999,RAPiD-17-5P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,357.1,6.8,13804,40,-999,-999,1,28,1759,0,1.1,11.3,-999,5,549,40,1,192,-999,-999,-999,-999
61.5,-19.5,2303,18050,401,1005,1007,1006,199,-999,-999,NOSAMS,-999,-999,RAPiD-17-5P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,423.3,6.8,14704,38,-999,-999,1,28,1760,0,1.1,12.8,-999,5,549,40,2,192,-999,-999,-999,-999
61.5,-19.5,2303,20240,701,1033,1035,1034,199,-999,-999,NOSAMS,-999,-999,RAPiD-17-5P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,441.8,7.2,16728,40,-999,-999,1,28,1761,0,1.1,11.5,-999,5,549,40,2,192,-999,-999,-999,-999
61.5,-19.5,2303,21373,701,1046,1051,1048.5,199,-999,-999,NOSAMS,-999,-999,RAPiD-17-5P,Thornalley et al. (2011),2,-999,-999,-999,-999,-999,-999,-999,0,0,2,476.2,9.3,17647,51,-999,-999,1,28,1762,0,1.1,11.5,-999,5,549,40,2,192,-999,-999,-999,-999
69.37,6.55,2711,8520,200,28,28,28,200,8290,35,OS-95863,-1.38845926,28.51383333,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,71.2,2.7,7726,20,-936,999,0,28.2,1763,0,1.1,4.5,-63.9,5,530,40,3,193,564,40,-965,40
69.37,6.55,2711,8520,200,28,28,28,200,-999,-999,OS-105126,-999,-999,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,71.2,2.7,7726,20,-999,-999,0,28.2,1764,0,1.1,4.5,-63.9,5,530,40,3,193,-999,-999,-999,-999
69.37,6.55,2711,10290,200,36,36,36,200,9530,40,OS-95864,60.08765101,30.92929793,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,106.5,3,9186,22,-875,999,0,28.2,1765,0,1.1,5.2,-63.9,5,530,40,3,193,344,46,-1185,46
69.37,6.55,2711,12020,200,45,45,45,200,18000,100,OS-95865,-544.6929479,16.68674016,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,185,2.6,10316,18,-1480,999,0,28.2,1766,0,1.1,4,-63.9,5,530,40,3,193,7684,102,6155,102
69.37,6.55,2711,12520,200,47,47,47,200,-999,-999,OS-96587,-999,-999,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,221.7,2.8,10557,18,-999,-999,0,28.2,1767,0,1.1,4.1,-63.9,5,530,40,3,193,-999,-999,-999,-999
69.37,6.55,2711,13500,200,51,51,51,200,9240,40,*OS-95866,620.5141446,47.2803968,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,199.5,4.8,11656,32,-315,1000,0,28.2,1768,0,1.1,3.6,-63.9,5,530,40,3,193,-2416,51,-3945,51
69.37,6.55,2711,14050,200,53,53,53,200,14250,65,OS-95867,-71.70367691,29.97450574,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,208.7,4.2,12130,28,-1007,999,0,28.2,1769,0,1.1,4,-63.9,5,530,40,3,193,2120,71,591,71
69.37,6.55,2711,14300,200,54,54,54,200,-999,-999,OS-96596,-999,-999,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,213.3,7.9,12343,52,-999,-999,0,28.2,1770,0,1.1,2.4,-63.9,5,530,40,3,193,-999,-999,-999,-999
69.37,6.55,2711,15150,200,56,56,56,200,-999,-999,OS-96588,-999,-999,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,285.1,6,12707,38,-999,-999,0,28.2,1771,0,1.1,1.8,-63.9,5,530,40,3,193,-999,-999,-999,-999
69.37,6.55,2711,16000,200,57.5,57.5,57.5,200,19850,130,OS-95868,-414.7118916,23.63790678,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,321.4,5.9,13309,36,-1350,999,0,28.2,1772,0,1.1,2.5,-63.9,5,530,40,3,193,6541,135,5012,135
69.37,6.55,2711,16200,200,58,58,58,200,-999,-999,OS-95869,-999,-999,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,332.3,5.8,13437,35,-999,-999,0,28.2,1773,0,1.1,2.5,-63.9,5,530,40,3,193,-999,-999,-999,-999
69.37,6.55,2711,17000,200,60,60,60,200,17100,95,OS-95870,-69.79504852,33.51210163,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,377.3,6.2,13947,36,-1005,1000,0,28.2,1774,0,1.1,1.1,-63.9,5,530,40,3,193,3153,102,1624,102
69.37,6.55,2711,18800,200,62,62,62,200,-999,-999,OS-96589,-999,-999,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,414.4,6.3,15483,36,-999,-999,0,28.2,1775,0,1.1,1.5,-63.9,5,530,40,2,193,-999,-999,-999,-999
69.37,6.55,2711,20500,200,64.5,64.5,64.5,200,-999,-999,OS-95871,-999,-999,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,442.7,8.1,16976,45,-999,-999,0,28.2,1776,0,1.1,1.6,-63.9,5,530,40,2,193,-999,-999,-999,-999
69.37,6.55,2711,22050,200,67,67,67,200,-999,-999,OS-95872,-999,-999,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,514.3,8.7,18093,46,-999,-999,0,28.2,1777,0,1.1,1.5,-63.9,5,530,40,2,193,-999,-999,-999,-999
69.37,6.55,2711,23350,200,69,69,69,200,-999,-999,OS-95873,-999,-999,PS1243,Thornalley et al. 2015,4,-999,-999,-999,-999,-999,-999,-999,0,0,2,501.7,10.6,19423,57,-999,-999,0,28.2,1778,0,1.1,1.6,-63.9,5,530,40,3,193,-999,-999,-999,-999
